2023-02-17 19:47:41,059 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-02-17 19:47:41,123 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-02-17 19:47:41,127 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-02-17 19:47:41,127 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-02-17 19:47:41,144 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-02-17 19:47:41,146 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-02-17 19:47:41,148 INFO  SwAddin.cs: 201 - Setting up command manager
2023-02-17 19:47:41,149 INFO  SwAddin.cs: 204 - Adding command manager
2023-02-17 19:47:41,156 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-02-17 19:47:41,158 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-02-17 19:47:41,159 INFO  SwAddin.cs: 210 - Adding event handlers
2023-02-17 19:47:41,469 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-02-17 19:58:23,329 INFO  SwAddin.cs: 294 - Assembly export called for file wheelchair_2
2023-02-17 19:58:23,332 INFO  SwAddin.cs: 299 - Save is required
2023-02-17 19:58:23,332 INFO  SwAddin.cs: 313 - Saving assembly
2023-02-17 19:58:23,728 INFO  SwAddin.cs: 316 - Opening property manager
2023-02-17 19:58:23,758 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheelchair_2
2023-02-17 19:58:23,814 INFO  ExportHelperExtension.cs: 1136 - Found 50 in wheelchair_2
2023-02-17 19:58:23,816 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in wheelchair_2
2023-02-17 19:58:23,817 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-02-17 19:58:23,819 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-02-17 19:58:23,820 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_wheel_2-2
2023-02-17 19:58:23,821 INFO  ExportHelperExtension.cs: 1136 - Found 29 in front_wheel_2-2
2023-02-17 19:58:23,822 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_wheel_2-2
2023-02-17 19:58:23,823 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from back_wheel_2-2
2023-02-17 19:58:23,824 INFO  ExportHelperExtension.cs: 1136 - Found 29 in back_wheel_2-2
2023-02-17 19:58:23,825 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in back_wheel_2-2
2023-02-17 19:58:23,825 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_frame-2
2023-02-17 19:58:23,826 INFO  ExportHelperExtension.cs: 1136 - Found 33 in front_frame-2
2023-02-17 19:58:23,827 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_frame-2
2023-02-17 19:58:23,827 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body_2-1
2023-02-17 19:58:23,828 INFO  ExportHelperExtension.cs: 1136 - Found 35 in body_2-1
2023-02-17 19:58:23,829 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body_2-1
2023-02-17 19:58:23,830 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from back_wheel_2-1
2023-02-17 19:58:23,831 INFO  ExportHelperExtension.cs: 1136 - Found 29 in back_wheel_2-1
2023-02-17 19:58:23,832 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in back_wheel_2-1
2023-02-17 19:58:23,833 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_frame-1
2023-02-17 19:58:23,834 INFO  ExportHelperExtension.cs: 1136 - Found 33 in front_frame-1
2023-02-17 19:58:23,834 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_frame-1
2023-02-17 19:58:23,835 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from front_wheel_2-1
2023-02-17 19:58:23,836 INFO  ExportHelperExtension.cs: 1136 - Found 29 in front_wheel_2-1
2023-02-17 19:58:23,837 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in front_wheel_2-1
2023-02-17 19:58:23,838 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheelchair_2
2023-02-17 19:58:23,839 INFO  ExportHelperExtension.cs: 1136 - Found 50 in wheelchair_2
2023-02-17 19:58:23,840 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [RefAxis] in wheelchair_2
2023-02-17 19:58:23,841 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-02-17 19:58:23,841 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-02-17 19:58:23,842 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_wheel_2-2
2023-02-17 19:58:23,842 INFO  ExportHelperExtension.cs: 1136 - Found 29 in front_wheel_2-2
2023-02-17 19:58:23,843 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_wheel_2-2
2023-02-17 19:58:23,844 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from back_wheel_2-2
2023-02-17 19:58:23,845 INFO  ExportHelperExtension.cs: 1136 - Found 29 in back_wheel_2-2
2023-02-17 19:58:23,846 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in back_wheel_2-2
2023-02-17 19:58:23,846 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from front_frame-2
2023-02-17 19:58:23,847 INFO  ExportHelperExtension.cs: 1136 - Found 33 in front_frame-2
2023-02-17 19:58:23,848 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in front_frame-2
2023-02-17 19:58:23,848 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from body_2-1
2023-02-17 19:58:23,849 INFO  ExportHelperExtension.cs: 1136 - Found 35 in body_2-1
